review_id,sentence_num,username,date,rating,source,sentence,sentiment,confidence,prob_negative,prob_neutral,prob_positive,sentiment_std,rating_numeric
0,1,aldrin_o21,2014-12-29 00:00:00.000,30.0,imdb,Praybeyt Benjamin 2 (2014) - A movie for people who we're suppose not to watch but they did,positive,0.9628480076789856,0.037137720733881,1.4349764569487888e-05,0.9628480076789856,positive,30.0
0,2,aldrin_o21,2014-12-29 00:00:00.000,30.0,imdb,": This year, as for being an avid fan of International productions, I decided to be a good citizen and support the Local Production",positive,0.969255268573761,0.030721940100193024,2.279164436913561e-05,0.969255268573761,positive,30.0
0,3,aldrin_o21,2014-12-29 00:00:00.000,30.0,imdb,Every year in my country there is this Festival called MMFF or Metro Manila Film Festival who exhibit line up of movies to be presented during Christmas Holidays,positive,0.9709749817848206,0.02900238335132599,2.2645890567218885e-05,0.9709749817848206,positive,30.0
0,4,aldrin_o21,2014-12-29 00:00:00.000,30.0,imdb,"I'm not an avid fan of it but ever since last year, hearing a good rumor that movies we're great and of course I have watched it through local television channel, I decided to watch one movie",positive,0.974261999130249,0.025723151862621307,1.4885068594594486e-05,0.974261999130249,positive,30.0
0,5,aldrin_o21,2014-12-29 00:00:00.000,30.0,imdb,That movie is Praybeyt Benjamin 2 (2014),positive,0.9268375039100647,0.07314606010913849,1.646883538342081e-05,0.9268375039100647,positive,30.0
0,6,aldrin_o21,2014-12-29 00:00:00.000,30.0,imdb,"The first sequel was really good and as many people in my country say ""please, have a sequel"", our wish was granted and by 25th December of 2014, the movie was released alongside others and it was a hit",positive,0.9962648749351501,0.0037105907686054707,2.4628023311379366e-05,0.9962648749351501,positive,30.0
0,7,aldrin_o21,2014-12-29 00:00:00.000,30.0,imdb,"Afternoon of that day I decided to watched it but as the movie roll in the screen and as time passed by, I tell to myself ""Yes, this movie is a hit on the people face""",positive,0.947019100189209,0.052960023283958435,2.085728192469105e-05,0.947019100189209,positive,30.0
0,8,aldrin_o21,2014-12-29 00:00:00.000,30.0,imdb,The movie rendition of the honorable soldiers of my country was turn into something unimaginable as what the movie render,negative,0.789737343788147,0.789737343788147,6.075104101910256e-05,0.2102019190788269,negative,30.0
0,9,aldrin_o21,2014-12-29 00:00:00.000,30.0,imdb,The movie shows nothing but lame humor and disgusting effort that it might save the movie from being such a pain in the eyes,negative,0.9346920847892761,0.9346920847892761,6.0071542975492775e-05,0.06524784862995148,negative,30.0
0,10,aldrin_o21,2014-12-29 00:00:00.000,30.0,imdb,"As I seat more for another half an hour, I came to a direct resolve that I should get up and just get out of the room",positive,0.7378101348876953,0.26209062337875366,9.928924555424601e-05,0.7378101348876953,positive,30.0
0,11,aldrin_o21,2014-12-29 00:00:00.000,30.0,imdb,I pity all the people who wasted good bucks and pay for something ungrateful and very unprofessional film who will only hurt their eye and shower themselves with many unimaginable bad humor created by it's writer or the one who is acting,negative,0.9328489899635315,0.9328489899635315,6.497891445178539e-05,0.0670861080288887,negative,30.0
0,12,aldrin_o21,2014-12-29 00:00:00.000,30.0,imdb,I can't believe even the President of the Republic of the Philippines have watched this such low rated movie,negative,0.9604731202125549,0.9604731202125549,7.819336315151304e-05,0.039448633790016174,negative,30.0
0,13,aldrin_o21,2014-12-29 00:00:00.000,30.0,imdb,"As the news stated this morning, they are proud (ABS-CBN) to announce that their film profited P200 Million",positive,0.9943377375602722,0.005639023147523403,2.318867700523697e-05,0.9943377375602722,positive,30.0
0,14,aldrin_o21,2014-12-29 00:00:00.000,30.0,imdb,"Profited in a way they throw a bomb on the mass public and they catch it, I as well did caught it",positive,0.7771043181419373,0.22285449504852295,4.117584103369154e-05,0.7771043181419373,positive,30.0
0,15,aldrin_o21,2014-12-29 00:00:00.000,30.0,imdb,This gave me a resolve never to trust local movies again,negative,0.9331977367401123,0.9331977367401123,8.026289287954569e-05,0.06672202050685883,negative,30.0
0,16,aldrin_o21,2014-12-29 00:00:00.000,30.0,imdb,"A total regret, disgust and disappointment",negative,0.9609482288360596,0.9609482288360596,0.00013505943934433162,0.0389166884124279,negative,30.0
0,17,aldrin_o21,2014-12-29 00:00:00.000,30.0,imdb,A movie alike this is not worth any penny,negative,0.982397198677063,0.982397198677063,0.00025022137560881674,0.01735254004597664,negative,30.0
0,18,aldrin_o21,2014-12-29 00:00:00.000,30.0,imdb,Lame production and script editors should try going to college once more,negative,0.9023241400718689,0.9023241400718689,5.980668720440008e-05,0.0976160317659378,negative,30.0
0,19,aldrin_o21,2014-12-29 00:00:00.000,30.0,imdb,"Overall, for those people who are idiotic enough to give this movie a low ratings, I'm a good reviewer of movies and I at least have the credibility to give this 3/10",negative,0.5696401596069336,0.5696401596069336,8.748398977331817e-05,0.43027234077453613,negative,30.0
1,1,jkingmico26,2014-12-26 00:00:00.000,40.0,imdb,A comedy movie that is only good for the masses,negative,0.545215368270874,0.545215368270874,9.280937229050323e-05,0.4546917974948883,negative,40.0
1,2,jkingmico26,2014-12-26 00:00:00.000,40.0,imdb,: 'The Amazing Praybeyt Benjamin'or Praybeyt Benjamin 2 is a fitting movie to watch for a family who just wants to hang out together,positive,0.9955131411552429,0.004473336506634951,1.3507024050340988e-05,0.9955131411552429,positive,40.0
1,3,jkingmico26,2014-12-26 00:00:00.000,40.0,imdb,It's purpose is give entertainment to the kids and adults who doesn't mind mindless jokes just for the sake of entertaining themselves,positive,0.9765604138374329,0.023412473499774933,2.707021849346347e-05,0.9765604138374329,positive,40.0
1,4,jkingmico26,2014-12-26 00:00:00.000,40.0,imdb,"But for those who don't want their intelligent's to be insulted, then please avoid this movie at all cost, even only buying a popcorn will be more worth it",positive,0.6420691013336182,0.35783857107162476,9.230357682099566e-05,0.6420691013336182,positive,40.0
1,5,jkingmico26,2014-12-26 00:00:00.000,40.0,imdb,"The story didn't made any sense, the pacing of the jokes are totally random to the point you get tired of it",negative,0.9800016283988953,0.9800016283988953,0.00011189514043508098,0.0198864433914423,negative,40.0
1,6,jkingmico26,2014-12-26 00:00:00.000,40.0,imdb,"And there are jokes you can't even relate to, which is not fitting for it's target audience",negative,0.958626925945282,0.958626925945282,0.00012267069541849196,0.041250452399253845,negative,40.0
1,7,jkingmico26,2014-12-26 00:00:00.000,40.0,imdb,Gay jokes will give you mixed feelings if you just want to laugh at it or be annoyed,negative,0.5711941123008728,0.5711941123008728,0.00022685766452923417,0.4285790026187897,negative,40.0
1,8,jkingmico26,2014-12-26 00:00:00.000,40.0,imdb,The actors felt like being force to their roles and character development was nonexistent except for the main character but it felt pointless in the end,negative,0.8827080130577087,0.8827080130577087,0.00010533905879128724,0.11718663573265076,negative,40.0
