username,rating,review_text,date,likes,comments,viewing_type,user_liked
yanikatie,6,"ako aamin nako, tomboy ako",2025-12-08T16:24:19.011Z,0,0,watch,False
zhanghaomega,4,napredict ni benjamin ang unang line ng not like us by kendrick lamar 🔥,2025-12-08,0,0,watch,False
spacea_lian,6,"This was my ""Good Luck, Babe!"" as a child 😔",2025-12-06,0,0,rewatch,True
shiyoyoyo,10,classic 🌟,2025-12-03,0,0,watch,False
1ticket4mepls,10,peak vice ganda,2025-12-03,0,0,watch,True
useravy,10,i miss u wenn v. deramas,2025-11-24,0,0,watch,False
bigloafpedlar,5,nakakalerki,2025-11-22,1,0,watch,False
joyceyyjoyce,7,one of vice ganda's fun ((like really fun)) films tbh,2025-11-16,0,0,watch,False
cyborgzai,10,peak,2025-11-19,0,0,watch,False
norepinephrine,10,plants vs. tombits,2025-11-18T15:47:24.145Z,0,0,watch,True
pampalubagloob,6,welcome home PAPSIIIIIIII,2025-11-18T07:25:11.096Z,0,0,watch,False
myowuiii,10,ANG LAUF KO DITO HAUAHWUAHAUSHSHVAHZUSHWHWHA,2025-11-17T18:30:34.507Z,0,0,watch,True
holyribs,5,me kapag sinali sa rotc,2025-10-24,0,0,watch,False
_lucia1000,10,miss u direk wenn,2025-11-15,0,0,rewatch,True
iigaya,7,utot gun so op,2025-11-13,0,0,watch,False
keziahzee,8,"this was fun watching, you'll smile and laugh.",2025-11-14T11:43:12.902Z,0,0,watch,False
elyylek,6,welcome home papsi !!,2025-11-14,0,0,watch,False
rieluvsri,,the filipino mulan daw sabi ng kuya q,2025-11-13,0,0,rewatch,False
ramyeonz_,10,"5 stars ehudhwhshaha mga nagseseryoso dyan sa movie na ganto, di kau sasaya 😏👌🏻#utot_gun",2025-11-13,2,2,watch,True
00kae,6,bakla!,2025-11-13,1,1,watch,False
theslimred_,,"| 𝘞𝘦𝘩?benjie is so me, pag naging sundalo tapos ang nasa cardboard target al pacino at robert de niro tapos hindi ko babarilin#boompanes",2025-11-13,1,0,rewatch,True
rklls,10,wititit!!,2025-11-10,1,0,rewatch,False
friskaaa,10,"""ito ba yung may bomba"" - Deim""gusto ko rin ng barbie"" -Tine",2025-11-10,0,0,rewatch,True
cmbynfred,2,kami ng mga bading kong kaibigan pag napunta sa military,2025-11-10T11:39:56.078Z,0,0,watch,False
cashukey,4,another memorable cinema watch. babaw p kaligayahan q noon wiwww,2025-11-10T05:39:18.291Z,0,0,watch,False
jaeya,7,HALA,2025-11-10,0,0,rewatch,False
frtz_grnt,7,THIS WAS THE REASON WHY MY HUMOR IS THE WAY IT IS,2025-11-07,0,0,watch,False
lorenlorwn,7,Peak vg,2025-10-30,0,0,rewatch,False
charleslouiez,10,medyo iba awra ni mulan dito,2025-11-09,0,0,watch,True
acupidwluv,8,gets kung bakit favorite to ni blank,2025-11-08,0,0,watch,False
femmencl,10,Vice Ganda paved the way for the gays,2025-11-07,0,0,watch,True
beyoncae,9,boots og ver,2025-11-04,0,0,rewatch,False
nieru_kl,5,eddie garcia and vice ganda in a single movie,2025-11-03,0,0,watch,False
c8star,7,filipino classics watched in the living room with my grandmother :) i love my warm province life,2025-11-02,0,0,watch,False
alyanaa,10,peak comedy hshshsbaka,2025-11-02,0,0,rewatch,False
joshuacarter,4,Rotcc feelss ltt,2025-11-02,0,0,watch,False
aengxl,2,funny talaga neto pero may mga offensive na jokes lol,2025-11-02,0,0,rewatch,False
saturdree,10,da beast 😏😏🔥🥵,2025-04-21,0,0,watch,True
jeselle,8,CAMP!!!!!,2025-11-01,0,0,watch,False
machreej,6,"peak comedy pero may mga jokes na medyo oa for me :""))",2025-10-31T14:11:46.460Z,0,0,watch,False
eggwiners,,"Inang platoon yan, Alpha Phi Chupapi?!",2025-10-31,0,0,watch,True
f3d3ral,8,mas maganda to kaysa sa 2nd movie eh pero nakarami nako ng panonood dito eh pero maganda parin,2025-10-31,0,0,watch,False
badjaja,6,this is my OG Boots,2025-10-28,0,0,rewatch,True
roizyrilb,5,Antoinette Jadaone: Anong paborito mong Vice Ganda - Wenn Deramas?Lav Diaz: 'Yung sarhento siya.,2025-10-12,0,0,rewatch,False
ashkeyyy,8,i know this is controversial bc of the underlying political tones of this movie... but when i watched this when i was younger i still love it for how funny it is.,2025-10-27,0,0,watch,False
