review_id,sentence_num,username,date,rating,source,sentence,sentiment,confidence,prob_negative,prob_neutral,prob_positive,sentiment_std,rating_numeric
0,2,VoNiTo101,2022-05-06 00:00:00.000,90.0,imdb,It showed what it is like to live with extensive wealth and how the Marcos regime used it for political power and their self interests,positive,0.7221058011054993,0.2778264284133911,6.775771180400625e-05,0.7221058011054993,positive,90.0
0,3,VoNiTo101,2022-05-06 00:00:00.000,90.0,imdb,This is a must watch film for those who wish to see the Marcos' perspective on Martial Law and their countless political movements,positive,0.9960171580314636,0.0039511118084192,3.167586692143232e-05,0.9960171580314636,positive,90.0
0,4,VoNiTo101,2022-05-06 00:00:00.000,90.0,imdb,"This documentary shows the truth, through direct interviews with the Marcoses, and it is up to you if you are going to believe it",positive,0.9612770080566406,0.0387024171650409,2.047266207227949e-05,0.9612770080566406,positive,90.0
0,5,VoNiTo101,2022-05-06 00:00:00.000,90.0,imdb,"As John Henry Newman would say: ""We can believe what we choose but we are answerable for what we choose to believe",positive,0.9115219712257384,0.0884502083063125,2.7775704438681718e-05,0.9115219712257384,positive,90.0
1,1,brockfal,2022-05-10 00:00:00.000,80.0,imdb,"Prescient and illuminating: As I write Ferdinand Marcus junior or 'bong bong' has been elected president of the Philippines, so it's a good time to view this documentary about the Marcos dynasty, its rise, its fall in the peoples revolution of 1986, and the gradual and dramatic rise again of its fortunes; in particular this film focuses on the surprisingly influential, some might say malevolent role that Imelda Marcos played",positive,0.995009422302246,0.0049705845303833,2.005328315135557e-05,0.995009422302246,positive,80.0
1,3,brockfal,2022-05-10 00:00:00.000,80.0,imdb,"Half of todays Filipino voters were not alive for the first Marcos era, but I was there in late 1985 and saw the huge disparity between the rich and poor, and just how hated the Marcos regime was at the time",positive,0.6638624668121338,0.3360738754272461,6.367811874952167e-05,0.6638624668121338,positive,80.0
1,5,brockfal,2022-05-10 00:00:00.000,80.0,imdb,If you want to know something of the true story of the Marcos 'dynasty' see this fine doc,positive,0.9715705513954164,0.0284185912460088,1.0863575880648568e-05,0.9715705513954164,positive,80.0
2,2,DennisGillEndor,2019-12-05 00:00:00.000,90.0,imdb,: Well worth watching,positive,0.9792749285697936,0.0207046512514352,2.046854206128046e-05,0.9792749285697936,positive,90.0
2,3,DennisGillEndor,2019-12-05 00:00:00.000,90.0,imdb,Amazing documentary about privilege and the sociopathic mindset,positive,0.977716624736786,0.0222664419561624,1.689296550466679e-05,0.977716624736786,positive,90.0
2,5,DennisGillEndor,2019-12-05 00:00:00.000,90.0,imdb,The film shines on the ugly politics of the Philippines,positive,0.8751255869865417,0.124827541410923,4.683382576331496e-05,0.8751255869865417,positive,90.0
3,1,andrewcollins-86653,2021-10-29 00:00:00.000,100.0,imdb,Excellent insight into vile monsters,positive,0.9864085912704468,0.0135688483715057,2.2604441255680285e-05,0.9864085912704468,positive,100.0
3,2,andrewcollins-86653,2021-10-29 00:00:00.000,100.0,imdb,": I love the Philippines, visited many times and my longterm gf is there",positive,0.9975436329841614,0.002431888366118,2.455169305903837e-05,0.9975436329841614,positive,100.0
3,4,andrewcollins-86653,2021-10-29 00:00:00.000,100.0,imdb,This documentary is wonderfully put together but leaves me sad to see a country I am so fond of suffering even today from what these two people did,positive,0.9304097890853882,0.0695708692073822,1.9407527361181565e-05,0.9304097890853882,positive,100.0
3,5,andrewcollins-86653,2021-10-29 00:00:00.000,100.0,imdb,Her state of mass delusion is clear for all to see in this excellent piece of work,positive,0.955935001373291,0.0440434776246547,2.151256921933964e-05,0.955935001373291,positive,100.0
