review_id,sentence_num,username,date,rating,source,sentence
0,1,aldrin_o21,2014-12-29 00:00:00.000,30.0,imdb,Praybeyt Benjamin 2 (2014) - A movie for people who we're suppose not to watch but they did
0,2,aldrin_o21,2014-12-29 00:00:00.000,30.0,imdb,": This year, as for being an avid fan of International productions, I decided to be a good citizen and support the Local Production"
0,3,aldrin_o21,2014-12-29 00:00:00.000,30.0,imdb,Every year in my country there is this Festival called MMFF or Metro Manila Film Festival who exhibit line up of movies to be presented during Christmas Holidays
0,4,aldrin_o21,2014-12-29 00:00:00.000,30.0,imdb,"I'm not an avid fan of it but ever since last year, hearing a good rumor that movies we're great and of course I have watched it through local television channel, I decided to watch one movie"
0,5,aldrin_o21,2014-12-29 00:00:00.000,30.0,imdb,That movie is Praybeyt Benjamin 2 (2014)
0,6,aldrin_o21,2014-12-29 00:00:00.000,30.0,imdb,"The first sequel was really good and as many people in my country say ""please, have a sequel"", our wish was granted and by 25th December of 2014, the movie was released alongside others and it was a hit"
0,7,aldrin_o21,2014-12-29 00:00:00.000,30.0,imdb,"Afternoon of that day I decided to watched it but as the movie roll in the screen and as time passed by, I tell to myself ""Yes, this movie is a hit on the people face"""
0,8,aldrin_o21,2014-12-29 00:00:00.000,30.0,imdb,The movie rendition of the honorable soldiers of my country was turn into something unimaginable as what the movie render
0,9,aldrin_o21,2014-12-29 00:00:00.000,30.0,imdb,The movie shows nothing but lame humor and disgusting effort that it might save the movie from being such a pain in the eyes
0,10,aldrin_o21,2014-12-29 00:00:00.000,30.0,imdb,"As I seat more for another half an hour, I came to a direct resolve that I should get up and just get out of the room"
0,11,aldrin_o21,2014-12-29 00:00:00.000,30.0,imdb,I pity all the people who wasted good bucks and pay for something ungrateful and very unprofessional film who will only hurt their eye and shower themselves with many unimaginable bad humor created by it's writer or the one who is acting
0,12,aldrin_o21,2014-12-29 00:00:00.000,30.0,imdb,I can't believe even the President of the Republic of the Philippines have watched this such low rated movie
0,13,aldrin_o21,2014-12-29 00:00:00.000,30.0,imdb,"As the news stated this morning, they are proud (ABS-CBN) to announce that their film profited P200 Million"
0,14,aldrin_o21,2014-12-29 00:00:00.000,30.0,imdb,"Profited in a way they throw a bomb on the mass public and they catch it, I as well did caught it"
0,15,aldrin_o21,2014-12-29 00:00:00.000,30.0,imdb,This gave me a resolve never to trust local movies again
0,16,aldrin_o21,2014-12-29 00:00:00.000,30.0,imdb,"A total regret, disgust and disappointment"
0,17,aldrin_o21,2014-12-29 00:00:00.000,30.0,imdb,A movie alike this is not worth any penny
0,18,aldrin_o21,2014-12-29 00:00:00.000,30.0,imdb,Lame production and script editors should try going to college once more
0,19,aldrin_o21,2014-12-29 00:00:00.000,30.0,imdb,"Overall, for those people who are idiotic enough to give this movie a low ratings, I'm a good reviewer of movies and I at least have the credibility to give this 3/10"
1,1,jkingmico26,2014-12-26 00:00:00.000,40.0,imdb,A comedy movie that is only good for the masses
1,2,jkingmico26,2014-12-26 00:00:00.000,40.0,imdb,: 'The Amazing Praybeyt Benjamin'or Praybeyt Benjamin 2 is a fitting movie to watch for a family who just wants to hang out together
1,3,jkingmico26,2014-12-26 00:00:00.000,40.0,imdb,It's purpose is give entertainment to the kids and adults who doesn't mind mindless jokes just for the sake of entertaining themselves
1,4,jkingmico26,2014-12-26 00:00:00.000,40.0,imdb,"But for those who don't want their intelligent's to be insulted, then please avoid this movie at all cost, even only buying a popcorn will be more worth it"
1,5,jkingmico26,2014-12-26 00:00:00.000,40.0,imdb,"The story didn't made any sense, the pacing of the jokes are totally random to the point you get tired of it"
1,6,jkingmico26,2014-12-26 00:00:00.000,40.0,imdb,"And there are jokes you can't even relate to, which is not fitting for it's target audience"
1,7,jkingmico26,2014-12-26 00:00:00.000,40.0,imdb,Gay jokes will give you mixed feelings if you just want to laugh at it or be annoyed
1,8,jkingmico26,2014-12-26 00:00:00.000,40.0,imdb,The actors felt like being force to their roles and character development was nonexistent except for the main character but it felt pointless in the end
1,9,jkingmico26,2014-12-26 00:00:00.000,40.0,imdb,The drama scenes didn't help either because out of nowhere a joke will be executed which is unnecessary
1,10,jkingmico26,2014-12-26 00:00:00.000,40.0,imdb,"All of it are cliché's too so it will only give you an impression of ""meh, whatever"""
1,11,jkingmico26,2014-12-26 00:00:00.000,40.0,imdb,Vice Ganda did a good job as an actor in this film mind you
1,12,jkingmico26,2014-12-26 00:00:00.000,40.0,imdb,It felt like his acting was natural like you would say this movie was made just to fit his comedian persona
1,13,jkingmico26,2014-12-26 00:00:00.000,40.0,imdb,His presence kept the audience entertained till the end
1,14,jkingmico26,2014-12-26 00:00:00.000,40.0,imdb,Overall this is a bad movie
1,15,jkingmico26,2014-12-26 00:00:00.000,40.0,imdb,Vice Ganda pretty much carried the show with his name alone and it's Christmas season
1,16,jkingmico26,2014-12-26 00:00:00.000,40.0,imdb,It is bound to be watched by families who just want to watch a funny movie
2,1,gstepup,2014-12-29 00:00:00.000,50.0,imdb,"Deramas film is sheer froth and nonsense: THE AMAZING PRAYBEYT BENJAMIN

This film takes off where the highly successful Part One ended, with the flamboyant and heroic Benjamin Santos VIII given honors by his state and country"
2,2,gstepup,2014-12-29 00:00:00.000,50.0,imdb,"Beneath the crude jokes, half-hearted gags and ridiculous plot, one can glean lessons about humility, pride, honor and a sense of family values"
2,3,gstepup,2014-12-29 00:00:00.000,50.0,imdb,"But I'm just being kind, because from start to finish, BENJAMIN unashamedly wallows in frothy nonsense, with four surprise guest appearances thrown in to dazzle the undazzled viewer"
2,4,gstepup,2014-12-29 00:00:00.000,50.0,imdb,"The authentic comic mettle one got from earlier Deramas vehicles has diminished, and Deramas can now only produce sheer nonsense, replete with product placements, ""in"" jokes that fall flat, and the aforementioned guest appearances"
2,5,gstepup,2014-12-29 00:00:00.000,50.0,imdb,"When one is bombarded midway in the movie with song-and-dance numbers (which includes the really unfunny Atak Arana as a househelper), a video game segment (don't ask) and a flash mob dance, one begins to confirm Deramas' considerable directorial talents spiraling downhill"
2,6,gstepup,2014-12-29 00:00:00.000,50.0,imdb,"If this is Filipino comedy (and, let me underscore, all the Vice Ganda movies make a killing at the tills), I'd rather watch indie films ad nauseum (indie film DED NA SI LOLO, in comparison, is a lot funnier, with nonstop gags and absolutely sidesplitting comic scenes)"
2,7,gstepup,2014-12-29 00:00:00.000,50.0,imdb,"Keeping straight faces amidst all the insane proceedings is 85-year-old Eddie Garcia, who made beautifully dramatic movies in 1950s like SIETE INFANTES DE LARA (1950), EL INDIO (1953), CONTRAVIDA, LUPANG KAYUMANGGI and WALDAS (all in 1955), MGA LIGAW NA BULAKLAK (1957) and ANINO NI BATHALA (1958) (Sidenote: Garcia is the most awarded person in the long history of the Filipino Academy of Movie Arts and Sciences (FAMAS) Awards"
2,8,gstepup,2014-12-29 00:00:00.000,50.0,imdb,"He garnered 6 Best Supporting Actor wins, 5 Best Actor wins and 5 Best Director wins, 3 Hall of Fame Awards and 1 Lifetime Achievement Award"
2,9,gstepup,2014-12-29 00:00:00.000,50.0,imdb,"He was awarded his first FAMAS Award in 1957 and his last FAMAS, a Hall of Fame for Best Actor, in 2003"
2,10,gstepup,2014-12-29 00:00:00.000,50.0,imdb,"); also, Malou de Guzman, who by now has mastered the art of keeping a straight face with all her fantasy teleserye work behind her; Al Tantay, who was a matinée idol in the 1970s; Lollie P"
2,11,gstepup,2014-12-29 00:00:00.000,50.0,imdb,"Mara, a Zamboangueña who always plays aristocratic roles -- she refreshingly goes loose here, especially the scene where she's really hungry and would like to start eating food at a party"
2,12,gstepup,2014-12-29 00:00:00.000,50.0,imdb,"Others look bored (like Kean Cipriano, DJ Durano, Boom Labrusca and comedienne Rubi Rubi"
2,13,gstepup,2014-12-29 00:00:00.000,50.0,imdb,"But throughout the movie, as if to compete with the inanities arrayed for Vice Ganda to do, Tom Rodríguez mugs with a capital M"
2,14,gstepup,2014-12-29 00:00:00.000,50.0,imdb,"He plays the villain, Janjaranjan, flanked by several heartthrob goons including Boom Labrusca"
2,15,gstepup,2014-12-29 00:00:00.000,50.0,imdb,"Meanwhile, Alex Gonzaga is shrill, Ricky Rivero milks a few chuckles from some key scenes, and most surprisingly of all, Richard Yap shows skill for comedy (I always found his acting in the TV soap ""PLEASE BE CAREFUL WITH MY HEART wooden, monotonous)"
2,16,gstepup,2014-12-29 00:00:00.000,50.0,imdb,His comic repartee (as a grouchy general tasked to supervise Benjamin for a bodyguard mission) was good and refreshing
2,17,gstepup,2014-12-29 00:00:00.000,50.0,imdb,"Alas, Bimby Yap, son of Kris Aquino, hardly exerts himself in his second movie role"
2,18,gstepup,2014-12-29 00:00:00.000,50.0,imdb,"Like mother, like son"
2,19,gstepup,2014-12-29 00:00:00.000,50.0,imdb,He even dresses up in drag
2,20,gstepup,2014-12-29 00:00:00.000,50.0,imdb,"Bimby Yap, cute as he is, simply plays himself, a spoiled brat"
