movie_name,review_id,sentence_num,username,date,rating,source,sentence
Quezon,0,1,cjmff,2025-10-16,90.0,imdb,"Both cinematic and educational: As a college student, this gave me wider perspective not only about Quezon and the other main historical characters of the film, but about election campaigns and politics and the games politicians play"
Quezon,0,2,cjmff,2025-10-16,90.0,imdb,"In history, it is a hidden pearl to find a Filipino that is truly clean, without having to compromise or worse manipulate to achieve their goals"
Quezon,0,3,cjmff,2025-10-16,90.0,imdb,That is why we have to thorough and unbiased research and immersion between all candidates or parties whenever we vote
Quezon,0,4,cjmff,2025-10-16,90.0,imdb,"MINOR SPOILERS: Through my favorite device that is film within a film, Quezon exposes the grey areas of politics, and that the historical theme of whether Filipinos truly understands what Independence entails is eye-opening (more so in the tie back ending sequence)

I also love the parallelism between the themes of the obsession of power (Osmeña but more Quezon) and hero complex (Aguinaldo and Wood) somehow disguised as public service"
Quezon,0,5,cjmff,2025-10-16,90.0,imdb,"Don't get me wrong, in watching this film, I believe all these men had good intentions during their tenure, but in the end they all had their past and present mistakes that the film highlights for us to be skeptical about those intentions"
Quezon,0,6,cjmff,2025-10-16,90.0,imdb,The film has the staple Bayaniverse cinematography and soundtrack
Quezon,0,7,cjmff,2025-10-16,90.0,imdb,"My only nitpick with the film is (1) the ending kinda villianized Quezon just for dramatization and that (2) in the feminist perspective, there wasnt ample stress or building of the relationship between Quezon, Osmeña, Aguinaldo, Roxas and the women behind them, unlike in Heneral Luna and Goyo"
Quezon,0,8,cjmff,2025-10-16,90.0,imdb,"Pulitika lamang, walang personalan"
Quezon,1,1,NashA-80,2025-10-15,80.0,imdb,"Higher Use of Creative License: Unlike previous installments that were close to real-life events, this movie contained a lot of purely fictional scenes and plot"
Quezon,1,2,NashA-80,2025-10-15,80.0,imdb,It is more of a creative social commentary regarding the Filipino political system than a loosely-based historical recollection
Quezon,1,3,NashA-80,2025-10-15,80.0,imdb,"Overall, it is very good and creative in conveying the moral of the story but one must be careful in accepting any of the events as fact"
Quezon,2,1,SanchoD-7,2025-10-19,90.0,imdb,"Enticing and fiery: By far this is one of the movies in our film making history that actually broke the ""Filipino"" style of film making, not that it is bad but it can be too predictive especially with the characters"
Quezon,2,2,SanchoD-7,2025-10-19,90.0,imdb,It gave the protagonist a complex personality and background that almost we people relate to
Quezon,2,3,SanchoD-7,2025-10-19,90.0,imdb,Manuel Quezon in the movie is by far what I declare as THE best Filipino character made in this country's industry
Quezon,2,4,SanchoD-7,2025-10-19,90.0,imdb,Not to mention the performance made by the cast not just Jericho Rosales but all of them
Quezon,2,5,SanchoD-7,2025-10-19,90.0,imdb,"For the movie's feel everything and I mean everything is greatly beyond my expectation, it felt like it was true to life and it romanticized the vibe of that era"
Quezon,2,6,SanchoD-7,2025-10-19,90.0,imdb,The music matched the personality of Quezon which was a spectacular
